Query: 4号大街与9号大街交叉口西侧盛泰北(2门), Truth: 盛泰·时代山(北2门),通行设施,临街院门,临街院正门,4号大街189号,江干区, Distance: 664
	- POI: 4号大街与9号大街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 641
	- POI: 余杭区良渚镇社区卫生服务中心,医疗保健服务,综合医院,卫生院,良渚镇玉琮路159号,余杭区, Distance: 15480
	- POI: 余杭区余杭镇社区卫生服务中心,医疗保健服务,综合医院,卫生院,余杭镇通济路28号,余杭区, Distance: 20869
	- POI: 余杭区百丈镇社区卫生服务中心,医疗保健服务,综合医院,卫生院,百丈镇木桥头,余杭区, Distance: 47890
	- POI: 停车场(南安社区卫生服务中心东北),交通设施服务,停车场,路边停车场,禹航路651号附近,余杭区, Distance: 20015
	- POI: 余杭区良渚街道社区卫生服务中心3号楼,地名地址信息,门牌信息,楼栋号,玉琮路,余杭区, Distance: 15490
	- POI: 余杭镇外来人口管理服务中心,政府机构及社会团体,公检法机构,社会治安机构,安乐路与邵家桥路交叉口东100米,余杭区, Distance: 19987
	- POI: 黄湖镇清波村社区便民服务中心,生活服务,生活服务场所,生活服务场所,横湖路与通达路交叉口东北50米,余杭区, Distance: 38158
	- POI: 余杭区崇贤街道城镇管理服务中心,政府机构及社会团体,政府机关,区县级政府及事业单位,崇杭街117号,余杭区, Distance: 12643
	- POI: 杭州余杭区余杭春意空调维修中心,生活服务,维修站点,维修站点,余杭街道南安路与山西园路交叉口西南侧15米,余杭区, Distance: 20365
	- POI: 杭州市余杭区社区服务中心,生活服务,生活服务场所,生活服务场所,邱山大街622号,余杭区, Distance: 22657
	- POI: 塘栖镇社区卫生服务中心,医疗保健服务,综合医院,卫生院,塘栖路340号(近公交南苑新村车站),余杭区, Distance: 23227
	- POI: 前茂企业,公司企业,公司,公司,胜利新村一弄东海创意中心11层11-B,西湖区, Distance: 0
	- POI: 停车场(杭州地方文献收藏中心东北),交通设施服务,停车场,公共停车场,岳王路与石贯子巷交叉口西南50米,上城区, Distance: 2367
	- POI: 海康人寿保险有限公司浙江分公司(金祝花园北区东),金融保险服务,金融保险服务机构,金融保险机构,天目山路7号东海创意中心大厦8楼c座,西湖区, Distance: 2
	- POI: 西兴街道社区卫生服务中心(东门),通行设施,临街院门,临街院门,古塘路与固陵路交叉口北100米,滨江区, Distance: 11463
	- POI: 余杭区乔司街道三角社区卫生服务站,医疗保健服务,综合医院,卫生院,G2501杭州绕城高速三角村老年活动中心附近,余杭区, Distance: 15443
Query: 狮山路和凤竹街交叉口东北面紫竹人家小区14幢, Truth: 紫竹人家14号楼,地名地址信息,门牌信息,楼栋号,余杭区,余杭区, Distance: 17580
	- POI: 紫竹人家1号,商务住宅,住宅区,住宅小区,狮山路与联兴支路交叉口东50米,余杭区, Distance: 17592
	- POI: 菜鸟驿站(狮山路紫竹人家南门传香副食品店),生活服务,物流速递,物流速递,余杭街道余杭区余杭街道紫竹人家南门1-12传香副食品店,余杭区, Distance: 17595
	- POI: 停车场(远东紫竹苑小区东北),交通设施服务,停车场,路边停车场,联兴支路与联兴路交叉口东50米,余杭区, Distance: 17497
	- POI: 中山北路与仙林桥直街交叉口,地名地址信息,交通地名,路口名,下城区,下城区, Distance: 4017
	- POI: 莫干山地板(远东紫竹苑小区西北),购物服务,家居建材市场,建材五金市场,余杭街道狮山路41号,余杭区, Distance: 17618
	- POI: 人文路与水月街交叉口,地名地址信息,交通地名,路口名,拱墅区,拱墅区, Distance: 3630
	- POI: 文三路与黄姑山路交叉口,地名地址信息,交通地名,路口名,西湖区,西湖区, Distance: 97
	- POI: 影业路与黄姑山路交叉口,地名地址信息,交通地名,路口名,西湖区,西湖区, Distance: 97
	- POI: 和睦路与嘉墅街交叉口,地名地址信息,交通地名,路口名,拱墅区,拱墅区, Distance: 2393
	- POI: 古科园东路与莲花街交叉口,地名地址信息,交通地名,路口名,西湖区,西湖区, Distance: 3177
	- POI: 凤起路与麒麟街交叉口,地名地址信息,交通地名,路口名,下城区,下城区, Distance: 3551
	- POI: 黄姑山小路与黄姑山横路交叉口,地名地址信息,交通地名,路口名,西湖区,西湖区, Distance: 288
	- POI: 冯山人巷与马市街交叉口,地名地址信息,交通地名,路口名,上城区,上城区, Distance: 4796
	- POI: 黄姑山横路与黄姑山路交叉口,地名地址信息,交通地名,路口名,西湖区,西湖区, Distance: 301
	- POI: 小河路与文岚街交叉口,地名地址信息,交通地名,路口名,拱墅区,拱墅区, Distance: 5437
	- POI: 小河路与昼锦街交叉口,地名地址信息,交通地名,路口名,拱墅区,拱墅区, Distance: 5740
	- POI: 文二路与莫干山路交叉口,地名地址信息,交通地名,路口名,西湖区,西湖区, Distance: 1663
	- POI: 双荡弄与莫干山路交叉口,地名地址信息,交通地名,路口名,西湖区,西湖区, Distance: 1891
	- POI: 草营巷与莫干山路交叉口,地名地址信息,交通地名,路口名,拱墅区,拱墅区, Distance: 1997
	- POI: 莫干山路与西溪河下路交叉口,地名地址信息,交通地名,路口名,西湖区,西湖区, Distance: 1997
Query: 严村里路西侧沙县美食, Truth: 沙县小吃,餐饮服务,中餐厅,中餐厅,亿丰蔚蓝郡6幢2号商铺,余杭区, Distance: 445
	- POI: 沙县美食(半山路),餐饮服务,中餐厅,特色/地方风味餐厅,半山路145号,拱墅区, Distance: 11707
	- POI: 沙县美食(白石路),餐饮服务,中餐厅,特色/地方风味餐厅,白石巷8号,下城区, Distance: 11872
	- POI: 沙县美食(东新路),餐饮服务,中餐厅,特色/地方风味餐厅,东新路与长德弄交叉口东南50米,下城区, Distance: 13059
	- POI: 沙县美食(湖滨银泰IN77C区),餐饮服务,中餐厅,特色/地方风味餐厅,邮电路41号银泰百货,上城区, Distance: 15893
	- POI: 沙县美食(滨江高教园店),餐饮服务,中餐厅,特色/地方风味餐厅,勤学路3108号附近,滨江区, Distance: 22681
	- POI: 沙县美食(五常大道分店),餐饮服务,中餐厅,特色/地方风味餐厅,五常街道五常大道156号1幢114室,余杭区, Distance: 13040
	- POI: 沙县美食(登云店),餐饮服务,中餐厅,特色/地方风味餐厅,西城时代商务中心2幢101,拱墅区, Distance: 9135
	- POI: 味之鲜沙县美食,餐饮服务,中餐厅,特色/地方风味餐厅,文一路282号附近,西湖区, Distance: 10329
	- POI: 沙县美食,餐饮服务,中餐厅,特色/地方风味餐厅,留下街44号1层,西湖区, Distance: 13057
	- POI: 福建沙县美食(天水巷),餐饮服务,中餐厅,特色/地方风味餐厅,天水巷1号(胭脂新村社区卫生服务站东北),下城区, Distance: 14626
	- POI: 严村里(公交站),交通设施服务,公交车站,公交车站相关,389路,B支8路,B支8路区间,余杭区, Distance: 237
	- POI: 老味道(严村里店),餐饮服务,中餐厅,中餐厅,古墩路严村里7-9永旺超市路东,余杭区, Distance: 329
	- POI: 严街里美食,餐饮服务,中餐厅,中餐厅,勾庄路218号亿丰蔚蓝郡严村里5-2号严街,余杭区, Distance: 344
	- POI: 余杭良渚严村里中西医结合诊所,医疗保健服务,诊所,诊所,良渚街道严村里6-12号,余杭区, Distance: 379
	- POI: 女卫生间(永旺梦乐城),公共设施,公共厕所,女洗手间,古墩路与疏港公路的交汇处永旺梦乐城F1层,余杭区, Distance: 0
	- POI: 胖子烧烤烤鱼(严村里店),餐饮服务,中餐厅,特色/地方风味餐厅,羊城路18号,余杭区, Distance: 7153
	- POI: 兰州拉面(严村里店),餐饮服务,中餐厅,清真菜馆,严村里5幢7号,余杭区, Distance: 319
	- POI: 严村里5-6,地名地址信息,门牌信息,楼栋号,余杭区,余杭区, Distance: 328
	- POI: 严村里5-5,地名地址信息,门牌信息,楼栋号,余杭区,余杭区, Distance: 330
	- POI: 淮南牛肉汤(严村里店),餐饮服务,中餐厅,中餐厅,祥章线农家小厨旁(严村里),余杭区, Distance: 346
Query: 文二西路北面花园小区8栋, Truth: 金成花园8幢,地名地址信息,门牌信息,楼栋号,竞舟路220号,西湖区, Distance: 28615
	- POI: 杭睿教育(西溪花园小区B区西),科教文化服务,培训机构,培训机构,崇义路67号,西湖区, Distance: 32541
	- POI: 西溪花园小区竞舟苑16号楼,地名地址信息,门牌信息,楼栋号,文二西路西溪花园小区竞舟苑16号楼,西湖区, Distance: 32939
	- POI: 非凡文具(文二西路),购物服务,文化用品店,文化用品店,府新花园北605号,西湖区, Distance: 29759
	- POI: 西溪花园小区紫菱苑,商务住宅,住宅区,住宅小区,崇义路,西湖区, Distance: 32293
	- POI: 西溪花园小区紫菱苑17号楼,地名地址信息,门牌信息,楼栋号,蒋村崇义路西溪花园小区紫菱苑,西湖区, Distance: 32406
	- POI: 西溪花园小区紫菱苑27号楼,地名地址信息,门牌信息,楼栋号,蒋村西溪花园小区紫菱苑(崇义路东),西湖区, Distance: 32429
	- POI: 金棕榈花园小区9栋,地名地址信息,门牌信息,楼栋号,洋泮路28号,上城区, Distance: 20676
	- POI: 纯牛奶手撕面包(文二西路店),餐饮服务,糕饼店,糕饼店,文二西路与益乐路交叉口西北50米,西湖区, Distance: 27860
	- POI: 清风小馆(文二西路店),餐饮服务,餐饮相关场所,餐饮相关,高技街86号,西湖区, Distance: 27870
	- POI: 味蕾海鲜面(文二西路店),餐饮服务,中餐厅,海鲜酒楼,文一西路90号叶氏兄弟果业隔壁,西湖区, Distance: 28085
	- POI: 龙文教育(文二西路校区),科教文化服务,培训机构,培训机构,文二西路295号,西湖区, Distance: 28423
	- POI: 锦上添花(文二西路),购物服务,家居建材市场,布艺市场,文二西路303号,西湖区, Distance: 28511
	- POI: 南都花园二区8幢,地名地址信息,门牌信息,楼栋号,竞舟路366-432号,西湖区, Distance: 29026
	- POI: 文二西路481号停车场,交通设施服务,停车场,停车场相关,古墩路与文二西路交叉口东南50米,西湖区, Distance: 29042
	- POI: 宝岛眼镜(文二西路店),购物服务,专卖店,眼镜店,文二西路531号(恩济花园),西湖区, Distance: 29318
	- POI: 文二西路与紫荆花路交叉口,地名地址信息,交通地名,路口名,西湖区,西湖区, Distance: 29652
	- POI: hellokitty家园(文二西路店),购物服务,购物相关场所,购物相关场所,[],西湖区, Distance: 32475
	- POI: 龙章路文二西路口自行车租赁点,生活服务,生活服务场所,生活服务场所,文二西路与龙章路交叉口北100米,西湖区, Distance: 32720
	- POI: 路景专业女装定制(文二西路),购物服务,服装鞋帽皮具店,服装鞋帽皮具店,文二西路186号,西湖区, Distance: 28492
	- POI: 慢自活(文二西路店),餐饮服务,咖啡厅,咖啡厅,文二西路21号,西湖区, Distance: 27767
Query: 航民路与东灵南路交叉口东边230米文化传播中心, Truth: 新农村文化中心,科教文化服务,文化宫,文化宫,低田畈村八组,萧山区, Distance: 824
	- POI: 东灵南路与瓜南路交叉口,地名地址信息,交通地名,路口名,萧山区,萧山区, Distance: 1545
	- POI: 东灵南路与成虎线交叉口,地名地址信息,交通地名,路口名,萧山区,萧山区, Distance: 1545
	- POI: 中心路与文化路交叉口,地名地址信息,交通地名,路口名,萧山区,萧山区, Distance: 22220
	- POI: 航坞路与航民路交叉口,地名地址信息,交通地名,路口名,萧山区,萧山区, Distance: 2332
	- POI: 人民路与航民路交叉口,地名地址信息,交通地名,路口名,萧山区,萧山区, Distance: 2972
	- POI: 瓜渔线与航民路交叉口,地名地址信息,交通地名,路口名,萧山区,萧山区, Distance: 2332
	- POI: 东湖南路与G2501杭州绕城高速交叉口,地名地址信息,交通地名,路口名,余杭区,余杭区, Distance: 25367
	- POI: 人民路与河东路交叉口,地名地址信息,交通地名,路口名,萧山区,萧山区, Distance: 2708
	- POI: 人民路与航谊路交叉口,地名地址信息,交通地名,路口名,萧山区,萧山区, Distance: 3046
	- POI: 东恩路与人民路交叉口,地名地址信息,交通地名,路口名,萧山区,萧山区, Distance: 3259
	- POI: 中心路与教工路交叉口,地名地址信息,交通地名,路口名,萧山区,萧山区, Distance: 22353
	- POI: 中心路与前进路交叉口,地名地址信息,交通地名,路口名,萧山区,萧山区, Distance: 22103
	- POI: 创新路与文化路交叉口,地名地址信息,交通地名,路口名,萧山区,萧山区, Distance: 22171
	- POI: 东湖南路与东湖高架路出口交叉口,地名地址信息,交通地名,路口名,余杭区,余杭区, Distance: 25395
	- POI: 东湖南路与东湖高架路入口交叉口,地名地址信息,交通地名,路口名,余杭区,余杭区, Distance: 25421
	- POI: 东湖南路与东湖高架路出口交叉口,地名地址信息,交通地名,路口名,余杭区,余杭区, Distance: 26098
	- POI: 东湖南路与杭海路交叉口,地名地址信息,交通地名,路口名,余杭区,余杭区, Distance: 26160
	- POI: 东湖南路与博爱路交叉口,地名地址信息,交通地名,路口名,余杭区,余杭区, Distance: 32206
	- POI: 人民路与任家溇路交叉口,地名地址信息,交通地名,路口名,萧山区,萧山区, Distance: 2605
	- POI: 人民路与红友桥路交叉口,地名地址信息,交通地名,路口名,萧山区,萧山区, Distance: 2624
Query: 莫干山路南边转弯处和睦公安局, Truth: 和睦派出所,政府机构及社会团体,公检法机构,公安警察,和睦新村48幢157号,拱墅区, Distance: 129025
	- POI: (拱墅区)莫干山路莫干山路登云路口(和睦南苑),道路附属设施,警示信息,违章停车,拱墅区,拱墅区, Distance: 128989
	- POI: 和睦路与莫干山路交叉口,地名地址信息,交通地名,路口名,拱墅区,拱墅区, Distance: 129453
	- POI: 杭州市公安局交通警察支队转塘中队(定山家园东南),政府机构及社会团体,交通车辆管理,交通管理机构,凌周线与象山路交叉口西200米,西湖区, Distance: 114699
	- POI: 拱墅区公安分局和睦派出所化纤社区警务室,政府机构及社会团体,公检法机构,公安警察,莫干山路化纤新村16幢底,拱墅区, Distance: 128741
	- POI: 杭州万洁水处理设备有限公司(莫干山路),公司企业,公司,公司,莫干山路1986号,余杭区, Distance: 128863
	- POI: 杭州蓝玲艺术服饰有限公司(莫干山路),公司企业,公司,公司,莫干山路181号浙京办公楼南206,西湖区, Distance: 129112
	- POI: 中国平安保险(集团)股份有限公司(莫干山路),金融保险服务,保险公司,中国平安保险公司,莫干山路333号6楼,西湖区, Distance: 129233
	- POI: 中国平安人寿保险股份有限公司(莫干山路),金融保险服务,保险公司,中国平安保险公司,杭州西湖莫干山路333号天鸿饭店7楼,西湖区, Distance: 129235
	- POI: 百乐(莫干山路),公司企业,公司,公司,莫干山路593坤和·儒海阁商务楼7层02,西湖区, Distance: 129435
	- POI: 杭州江南工程设计院(莫干山路),科教文化服务,科研机构,科研机构,莫干山路593坤和·儒海阁商务楼4层02,西湖区, Distance: 129435
	- POI: 杭州市公安局交通警察支队西湖大队转塘中队(定山家园东南),政府机构及社会团体,交通车辆管理,交通管理机构,凌周线与浮山西路交叉口西200米,西湖区, Distance: 114700
	- POI: 安西线与莫干山路交叉口,地名地址信息,交通地名,路口名,余杭区,余杭区, Distance: 128213
	- POI: 莫干山路萍水路口自行车租赁点,生活服务,生活服务场所,生活服务场所,萍水街和莫干山路的交叉口附近,拱墅区, Distance: 128851
	- POI: 祥符南街与莫干山路交叉口,地名地址信息,交通地名,路口名,拱墅区,拱墅区, Distance: 128862
	- POI: 杭州智乾坤澜模型设计有限公司(莫干山路),公司企业,公司,公司,104国道勾庄收费站往北200米莫干山路1986号,余杭区, Distance: 128863
	- POI: 杭州中美华东制药有限公司(莫干山路),公司企业,公司,医药公司,莫干山路866号杭州中美华东制药有限公司,拱墅区, Distance: 128877
	- POI: 东宏科技(莫干山路),公司企业,公司,网络科技,莫干山路678号678创意园1号楼4层406,拱墅区, Distance: 128885
	- POI: 登云路莫干山路口(公交站),交通设施服务,公交车站,公交车站相关,63路,63路快线,93路,129路,227路,拱宸桥东-翠苑三区通勤特快,拱墅区, Distance: 128894
	- POI: 杭州市环境集团有限公司(莫干山路),公司企业,公司,公司,莫干山路660号,拱墅区, Distance: 128905
	- POI: 贰宝洗车行(莫干山路物美店),汽车服务,洗车场,洗车场,莫干山路851号(物美超市内),拱墅区, Distance: 128985
Query: 拱墅区公安分局巡特警大队东北侧东方府邸20幢, Truth: 欣盛·东方福邸二期20幢,地名地址信息,门牌信息,楼栋号,拱墅区,拱墅区, Distance: 934
	- POI: 杭州市公安局拱墅区分局巡(特)警大队,政府机构及社会团体,公检法机构,公安警察,方家埭路208号,拱墅区, Distance: 1067
	- POI: 富阳公安分局巡特警大队,政府机构及社会团体,公检法机构,公安警察,高富路30号创盛家私瓷砖仓库,富阳区, Distance: 27823
	- POI: 拱墅区公安分局大关派出所大关西苑第一社区警务室,政府机构及社会团体,公检法机构,公安警察,上绍路与双绍弄交叉口东北150米,拱墅区, Distance: 4405
	- POI: 拱墅区公安分局大关派出所大关东苑第一社区警务室,政府机构及社会团体,公检法机构,公安警察,晓苑路与苑中路交叉口西南100米,拱墅区, Distance: 4667
	- POI: 杭州市公安局滨江区分局巡特警(治安)大队(东北门),通行设施,临街院门,临街院正门,滨安路1202号附近,滨江区, Distance: 14258
	- POI: 拱墅区公安分局和睦派出所化纤社区警务室,政府机构及社会团体,公检法机构,公安警察,莫干山路化纤新村16幢底,拱墅区, Distance: 1857
	- POI: 拱墅区公安分局大关派出所大关南苑社区警务室,政府机构及社会团体,公检法机构,公安警察,德苑路82号附近,拱墅区, Distance: 4748
	- POI: 拱墅区公安分局米市巷派出所大塘巷社区警务室,政府机构及社会团体,公检法机构,公安警察,清河闸弄31号附近,拱墅区, Distance: 4921
	- POI: 拱墅区公安分局大光派出所德胜社区警务室,政府机构及社会团体,公检法机构,社会治安机构,德胜快速路与德胜路交叉口西北150米,拱墅区, Distance: 5203
	- POI: 拱墅区公安分局大关派出所翠玉社区警务室,政府机构及社会团体,公检法机构,公安警察,德胜快速路与德胜路交叉口东南100米,拱墅区, Distance: 5325
	- POI: 拱墅区公安分局和睦派出所和睦社区警务室,政府机构及社会团体,公检法机构,公安警察,莫干山路628号附近,拱墅区, Distance: 1747
	- POI: 拱墅区公安分局祥符派出所勤丰社区警务室,政府机构及社会团体,公检法机构,公安警察,莫干山路与赵家浜交叉口西南100米,拱墅区, Distance: 1765
	- POI: 拱墅区公安分局小河派出所长征桥社区警务室,政府机构及社会团体,公检法机构,公安警察,登云路375-1号附近,拱墅区, Distance: 2145
	- POI: 拱墅区公安分局和睦派出所华丰社区警务室,政府机构及社会团体,公检法机构,公安警察,赵伍路505号附近,拱墅区, Distance: 2297
	- POI: 拱墅区公安分局祥待派出所吉如社区警务室,政府机构及社会团体,公检法机构,公安警察,严家桥路与萍水东路交叉口西南100米,拱墅区, Distance: 2753
	- POI: 拱墅区公安分局祥符派出所郭家厍社区警务室,政府机构及社会团体,公检法机构,公安警察,花园岗街与通益路交叉口西南150米,拱墅区, Distance: 3700
	- POI: 拱墅区公安分局小河派出所紫荆家园社区警务室,政府机构及社会团体,公检法机构,公安警察,大浒街75号附近,拱墅区, Distance: 3705
	- POI: 拱墅区公安分局拱宸桥派出所市二医院警务室,政府机构及社会团体,公检法机构,公安警察,丽水路266号附近,拱墅区, Distance: 3893
	- POI: 拱墅区公安分局米市巷派出所夹城巷社区警务室,政府机构及社会团体,公检法机构,公安警察,湖墅南路400号附近,拱墅区, Distance: 4223
	- POI: 拱墅区公安分局湖墅派出所霞湾巷社区警务室,政府机构及社会团体,公检法机构,公安警察,德胜路314号附近,拱墅区, Distance: 4337
Query: 海达南路与金沙大道交叉口东南260米锦湖家园东侧停车场, Truth: 上沙锦湖家园停车场,交通设施服务,停车场,专用停车场,上沙路1225号附近,江干区, Distance: 959
	- POI: 上沙锦湖家园停车场,交通设施服务,停车场,公共停车场,文教路与海达南路交叉口东150米,江干区, Distance: 1018
	- POI: 上沙锦湖家园停车场,交通设施服务,停车场,公共停车场,文教路与海达南路交叉口东北200米,江干区, Distance: 1046
	- POI: 上沙锦湖家园停车场,交通设施服务,停车场,专用停车场,上沙路与金沙大道交叉口西南150米,江干区, Distance: 984
	- POI: 上沙锦湖家园停车场,交通设施服务,停车场,公共停车场,上沙路与金沙大道交叉口西南200米,江干区, Distance: 998
	- POI: 停车场(金沙湖购物中心西南),交通设施服务,停车场,公共停车场,金沙大道与银沙路交叉口东南200米,江干区, Distance: 540
	- POI: 文渊路与金沙大道交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 507
	- POI: 上沙锦湖家园停车场(出入口),交通设施服务,停车场,停车场出入口,海达南路680-682号附近,江干区, Distance: 1000
	- POI: 停车场(智格新怡家园东),交通设施服务,停车场,公共停车场,海达南路与盛安路交叉口西100米,江干区, Distance: 1238
	- POI: 停车场(德嘉·金沙阳光西南),交通设施服务,停车场,公共停车场,海通街与银沙路交叉口东南100米,江干区, Distance: 526
	- POI: 上沙锦湖家园停车场,交通设施服务,停车场,公共停车场,海达南路680-682号附近,江干区, Distance: 1017
	- POI: 停车场(上沙锦湖家园西),交通设施服务,停车场,公共停车场,海达南路748号附近,江干区, Distance: 1048
	- POI: 新沙家园停车场,交通设施服务,停车场,专用停车场,金沙大道与高沙路交叉口西北150米,江干区, Distance: 1363
	- POI: 停车场(金沙国际购物中心东南),交通设施服务,停车场,路边停车场,学源街与顺港巷交叉口西50米,江干区, Distance: 2114
	- POI: 停车场(金沙国际购物中心东南),交通设施服务,停车场,公共停车场,学源街与顺港巷交叉口西150米,江干区, Distance: 2173
	- POI: 停车场(金沙湖购物中心西),交通设施服务,停车场,路边停车场,校苑路与银沙路交叉口北100米,江干区, Distance: 610
	- POI: 停车场(上沙锦湖家园南),交通设施服务,停车场,公共停车场,上沙路229号附近,江干区, Distance: 797
	- POI: 停车场(上沙锦湖家园南),交通设施服务,停车场,路边停车场,上沙路265号附近,江干区, Distance: 828
	- POI: 停车场(上沙锦湖家园西南),交通设施服务,停车场,路边停车场,天城东路252号附近,江干区, Distance: 927
	- POI: 停车场(上沙锦湖家园西南),交通设施服务,停车场,公共停车场,上沙路293号附近,江干区, Distance: 929
	- POI: 上沙锦湖家园停车场(出入口),交通设施服务,停车场,停车场出入口,上沙路317号附近,江干区, Distance: 930
Query: 美院象山地铁站A口步行470米之江家园7幢, Truth: 之江家园5区7号楼,地名地址信息,门牌信息,楼栋号,之江家园五区7,西湖区, Distance: 941
	- POI: 美院象山(地铁站),交通设施服务,地铁站,地铁站,(在建)6号线,(在建)富阳线,西湖区, Distance: 445
	- POI: 之江家园三区4号楼,地名地址信息,门牌信息,楼栋号,象山社区美院南街之江家园三区南门,西湖区, Distance: 627
	- POI: 之江家园四区(西1门),通行设施,临街院门,临街院门,杜家浦路与美院南路交叉口北100米,西湖区, Distance: 597
	- POI: 菜鸟驿站(杭州之江家园三区5幢店),生活服务,物流速递,物流速递,转塘街道之江家园三区(小门内)五幢1楼,西湖区, Distance: 638
	- POI: 之江家园三区13幢,地名地址信息,门牌信息,楼栋号,象山社区转之路之江家园(三区)旁,西湖区, Distance: 688
	- POI: 之江家园综合超市(之江家园五区西),购物服务,便民商店/便利店,便民商店/便利店,转塘街道之江家园五区转之路7幢0号商铺,西湖区, Distance: 946
	- POI: 之江家园二区停车场(出入口),交通设施服务,停车场,停车场出入口,东环路与美院南路交叉口南150米,西湖区, Distance: 947
	- POI: 之江家园二区(东北门),通行设施,临街院门,临街院门,东环路与美院南路交叉口南150米,西湖区, Distance: 950
	- POI: 中国美术学院象山中心校区停车场(出入口),交通设施服务,停车场,停车场出入口,美院南路与郑家路交叉口西北150米,西湖区, Distance: 513
	- POI: 中国美术学院象山中心校区网球场(东北门),通行设施,临街院门,临街院门,美院南路与象山路交叉口东北150米,西湖区, Distance: 528
	- POI: 之江家园三区2号楼,地名地址信息,门牌信息,楼栋号,象山社区美院南街之江家园三区南门,西湖区, Distance: 576
	- POI: 无障碍电梯(定安路地铁站A口),通行设施,特殊通道,无障碍电梯,定安路地铁站A口,上城区, Distance: 13937
	- POI: 江陵路地铁站A口,交通设施服务,地铁站,出入口,1号线,滨江区, Distance: 15039
	- POI: 景芳地铁站A口,交通设施服务,地铁站,出入口,4号线,江干区, Distance: 18195
	- POI: 无障碍电梯(人民广场地铁站A口),通行设施,特殊通道,无障碍电梯,人民广场地铁站A口,萧山区, Distance: 18626
	- POI: 钱江世纪城地铁站A口,交通设施服务,地铁站,出入口,2号线,萧山区, Distance: 19125
	- POI: 之江家园4区,商务住宅,住宅区,住宅小区,杜家浦路与美院南路交叉口北150米,西湖区, Distance: 743
	- POI: 停车场(之江家园4区东北),交通设施服务,停车场,路边停车场,东环路与转之路交叉口西南150米,西湖区, Distance: 946
	- POI: 停车场(之江家园4区东北),交通设施服务,停车场,公共停车场,东环路与转之路交叉口南150米,西湖区, Distance: 1000
	- POI: 之江家园5区1号楼,地名地址信息,门牌信息,楼栋号,象山社区美院南街之江家园龙王居,西湖区, Distance: 1025
Query: 贝丝愿您更好看附近国泰大厦停车场(出入口), Truth: 国泰科技大厦停车场(出入口),交通设施服务,停车场,停车场出入口,利丰路与民和路交叉口西200米,萧山区, Distance: 7210
	- POI: 香榭商务大厦停车场(出入口),交通设施服务,停车场,停车场出入口,江城路889号,上城区, Distance: 188
	- POI: 泰地·万新大厦停车场(出入口),交通设施服务,停车场,停车场出入口,城头巷与馆驿后交叉口西北50米,上城区, Distance: 540
	- POI: 联银大厦停车场(出入口),交通设施服务,停车场,停车场出入口,江城路887号,上城区, Distance: 228
	- POI: 泰地·万新大厦停车场(出入口),交通设施服务,停车场,停车场出入口,佑圣观路与馆驿后交叉口东50米,上城区, Distance: 593
	- POI: 近江时代大厦停车场(出入口),交通设施服务,停车场,停车场出入口,婺江路与富春路交叉口西150米近江时代大厦B座附近,上城区, Distance: 2049
	- POI: 浙江省军供大厦停车场(出入口),交通设施服务,停车场,停车场出入口,解放路3-3号附近,上城区, Distance: 683
	- POI: 茶与沫(杭州城站店),餐饮服务,冷饮店,冷饮店,环城东路1号杭州站1F层,上城区, Distance: 0
	- POI: 中国通信服务大厦停车场(出入口),交通设施服务,停车场,停车场出入口,泰安路99号附近,滨江区, Distance: 4808
	- POI: 中天国开大厦停车场(出入口),交通设施服务,停车场,停车场出入口,城星路65号附近,江干区, Distance: 2705
	- POI: 中天国开大厦停车场(出入口),交通设施服务,停车场,停车场出入口,城星路65号附近,江干区, Distance: 2741
	- POI: 耀江国际大厦停车场(出入口),交通设施服务,停车场,停车场出入口,沈塘桥弄15号附近,拱墅区, Distance: 4959
	- POI: 富春大厦停车场(出入口),交通设施服务,停车场,停车场出入口,清泰街509号,上城区, Distance: 709
	- POI: 凤起商务大厦停车场(出入口),交通设施服务,停车场,停车场出入口,东清巷131-133号,下城区, Distance: 2295
	- POI: 东联大厦停车场(出入口),交通设施服务,停车场,停车场出入口,建国北路268号附近,下城区, Distance: 2368
	- POI: 尊宝大厦停车场(出入口),交通设施服务,停车场,停车场出入口,城星路91号附近,江干区, Distance: 2557
	- POI: 浙江中保大厦停车场(出入口),交通设施服务,停车场,停车场出入口,中河中路82号,上城区, Distance: 866
	- POI: 同方财富大厦停车场(出入口),交通设施服务,停车场,停车场出入口,凤起路334号附近,下城区, Distance: 2720
	- POI: 荣安大厦停车场(出入口),交通设施服务,停车场,停车场出入口,五星路189号附近,江干区, Distance: 2784
	- POI: 新东方大厦地下停车场(出入口),交通设施服务,停车场,停车场出入口,西湖大道12号,上城区, Distance: 346
	- POI: 海运国际大厦停车场(出入口),交通设施服务,停车场,停车场出入口,中河南路与复广支二路交叉口东100米,上城区, Distance: 3269
Query: 美院南街与杜家浦路交叉口东南350米2区18座, Truth: 之江家园2区18幢,地名地址信息,地名地址信息,地名地址信息,西湖区,西湖区, Distance: 721
	- POI: 杜家浦路与美院南路交叉口,地名地址信息,交通地名,路口名,西湖区,西湖区, Distance: 484
	- POI: 东环路与美院南街交叉口,交通设施服务,交通服务相关,交通服务相关,东环路与美院南路交叉口西50米,西湖区, Distance: 912
	- POI: 东环路与杜家浦路交叉口,地名地址信息,交通地名,路口名,西湖区,西湖区, Distance: 416
